id,intention_0,intention_1,intention_2,intention_3,intention_4,intention_5,intention_6,intention_7,intention_8,intention_9,intention_10,intention_11,intention_12,intention_13,intention_14,intention_15,intention_16,intention_17,intention_18,intention_19,intention_20,intention_21,intention_22,intention_23,intention_24,intention_25,intention_26,intention_27,intention_28,intention_29,intention_30,intention_31,intention_32,intention_33,intention_34,intention_35,intention_36,intention_37,intention_38,intention_39,intention_40,intention_41,intention_42,intention_43,intention_44,intention_45,intention_46,intention_47,intention_48,intention_49,intention_50,intention_51,intention_52,intention_53,intention_54,intention_55,intention_56,intention_57,intention_58,intention_59
0.4909723938164494,0.004249060025219286,-0.14335970490817976,-0.1924698719945541,-0.21001922006442106,-0.2059982093928288,-0.20215861803789756,-0.19573163467403196,-0.1995189589025487,-0.1923997142094355,-0.18441875851208547,-0.1955217925285045,-0.17131063287037177,-0.1822610438411097,-0.1598076711700663,-0.15870121171014862,-0.17570696300956787,-0.17783948815703382,-0.16355673914808225,-0.16023948120733358,-0.16026732023845452,-0.1641089774048121,-0.16752884043840208,-0.17518256273428578,-0.16649746308147378,-0.1742534536494719,-0.1708915694385711,-0.17017737027184152,-0.16887052355589477,-0.16699418996904897,-0.17006741888687005,-0.16863052398306264,-0.17706561661641054,-0.17440511834809588,-0.16770529038090728,-0.17133181546276008,-0.17029558614460186,-0.16749882626389584,-0.17448611821348006,-0.17783874785700277,-0.16530212876651046,-0.17380879736381588,-0.1799536612948927,-0.17110559599433042,-0.17011724112432183,-0.16880053070055026,-0.15921581106024313,-0.1662837135022994,-0.17689725133137393,-0.1725652058158829,-0.16689096966638242,-0.17292469885914277,-0.17394565289909739,-0.16747097442937092,-0.16919530007785546,-0.169685759128328,-0.1744223472151962,-0.17473953599571074,-0.1766989350497484,-0.17073161109605167,-0.16623252679534464
0.12856124509513767,0.0751313892975764,-0.09589886804787455,-0.17419281029784078,-0.17046821667054948,-0.1611049088381185,-0.1586921972244004,-0.1942072294744148,-0.21183811109960343,-0.20628250846813673,-0.2198884721909966,-0.2201056504631649,-0.22697798714712042,-0.22861508167036823,-0.21906796416077826,-0.21542001582283118,-0.21039765813073305,-0.21404438504734777,-0.21947747585883992,-0.21834821384013706,-0.21456292596838805,-0.2113349422494159,-0.20940262436599058,-0.2088119905202208,-0.21421622947113012,-0.2166501679753299,-0.2215011253861983,-0.21561626765826608,-0.20502043240474818,-0.2030282853733168,-0.20373578971731818,-0.21286120446369466,-0.21916250162120743,-0.20588075479733875,-0.2205190388253841,-0.22355217947600045,-0.22171375473430643,-0.21755651500348294,-0.21959531400325022,-0.22011732000337889,-0.2182543390879529,-0.2155591963958897,-0.21371726930033697,-0.21964400103408938,-0.21512070834231542,-0.2040298635907297,-0.21135985330136212,-0.21387265300699498,-0.21543163647080407,-0.21055408639804846,-0.20915957821396253,-0.21941820568022186,-0.20149642416959063,-0.21771550438260043,-0.22148073026442602,-0.22005102627499318,-0.2176407148856397,-0.22229081745738272,-0.22073565580510485,-0.21258066638746057,-0.21366498813254003
0.952996445709572,0.012021923942701983,-0.11907230555310933,-0.13628903415419164,-0.10859745354488239,-0.0726810745143742,-0.07589393021015009,-0.07900030440437102,-0.09874965583362758,-0.1152441593853742,-0.08709546115295137,-0.06734377079343482,-0.07469646554389299,-0.07166223267946423,-0.08576759806242286,-0.0757905339028975,-0.09015429286462368,-0.118073404908513,-0.11125953732211849,-0.10272784546706948,-0.09222322984431006,-0.09973614162227283,-0.0999028901061383,-0.09784093599113829,-0.0885846385614906,-0.06201520769585307,-0.0696531593082701,-0.05726774692982237,-0.06370299223746517,-0.05745594617089213,-0.0632049353895431,-0.07070383127608261,-0.06582011993410497,-0.050926538382891864,-0.06221591372128774,-0.06173287526192116,-0.056650884452985203,-0.06024396614197691,-0.0688827801937983,-0.05285167288838258,-0.04219318859412489,-0.04965950660305003,-0.03218766613172201,-0.03595201487019962,-0.03596937798591528,-0.03658672184824294,-0.033178403757243256,-0.03172437176710663,-0.025433258933014284,-0.020930490998966742,-0.023918668066817687,-0.028925380341784285,-0.02462648124717839,-0.030195880717366563,-0.03259107410185374,-0.0371735775934733,-0.03178714306738274,-0.028364990849118588,-0.016646623879579544,-0.026278626984544726,-0.033517224219289564
0.5091432100406835,0.06598200289958887,-0.04151623863705858,-0.09260797604725464,-0.13324561589628037,-0.12473848920353282,-0.1252775699310167,-0.12588509712135318,-0.1315048648342235,-0.13549118514327718,-0.14485350692693572,-0.1454510773939687,-0.12644716692497104,-0.1284686788909763,-0.11424254437819356,-0.13065209256441335,-0.1391897814929214,-0.1389172165372872,-0.12973764836318527,-0.16368815916344298,-0.18272028220806097,-0.18076949071055537,-0.17433808291588002,-0.17926255090062018,-0.1905828191837491,-0.18288668811240597,-0.18352678026056074,-0.18727601947552008,-0.19302315213947044,-0.18226403562506927,-0.18449537387608256,-0.17933804188435024,-0.18329299075153152,-0.18471054570507486,-0.19246765894711212,-0.18788677976414095,-0.18393268924000813,-0.19841810015568564,-0.19184089009227254,-0.18477612207777358,-0.17152611508189672,-0.18618680625132616,-0.19049704435389178,-0.1893571047150105,-0.19165127738919036,-0.18619678025819694,-0.18099808993831082,-0.18409814418030518,-0.19223903235346998,-0.18747618825751616,-0.19346262861125427,-0.19427741796368503,-0.19834537993716692,-0.1895091144744995,-0.1832968961035246,-0.17705731568420252,-0.18259123523296694,-0.18375349918728412,-0.18240910988156542,-0.19418607764200072,-0.1910973832331994
0.30598927253084696,0.004466027308051771,-0.13470136957097206,-0.11853405420695033,-0.112969750246542,-0.11883113748592908,-0.12161315217588631,-0.13259098683280346,-0.13379196739016028,-0.13363627764296174,-0.14660079443103013,-0.14254507095836377,-0.14598381046841125,-0.1429293949402092,-0.14560651417634707,-0.13830075370213166,-0.14425057366027494,-0.1456239956569435,-0.12594649020305632,-0.14361860798322784,-0.13791899968364552,-0.14417083580580278,-0.14203406285610906,-0.14339486234460364,-0.14170422941232694,-0.144783735974472,-0.14778993945279284,-0.14565740654436107,-0.1469786580583702,-0.1395135706042631,-0.14532932651004807,-0.16683781855835952,-0.17424555478662787,-0.1767293029744428,-0.1795370969469115,-0.17827309302202074,-0.18150937857316107,-0.17164419779475318,-0.1718973924649062,-0.1727375145737787,-0.15937659547386673,-0.16501620612630502,-0.16285789869668804,-0.15428728579806306,-0.14994969542537062,-0.16979480541500386,-0.17766005015157044,-0.17475637013190798,-0.13486983582146148,-0.13412364326787254,-0.11285367287860525,-0.10348411481082742,-0.10196423085464128,-0.11353904186979377,-0.13198323074029675,-0.15450549066648833,-0.14593153063579234,-0.13824761247600012,-0.14091975090373038,-0.1383819680996689,-0.1450129961622581
0.11729248633177525,-0.004505413508577322,-0.17472166843764095,-0.2216510755286494,-0.24119325418798424,-0.2466831284710338,-0.24936952956627406,-0.258444052777717,-0.25100555502014765,-0.25269852347501304,-0.24345684482522,-0.244179782842355,-0.25579023225591907,-0.2642724760655757,-0.26792944569240024,-0.27518524923704796,-0.28276397568772194,-0.28289234156165594,-0.2818386757950252,-0.2768825838675278,-0.2815899332303568,-0.27589716392372926,-0.2794147465490256,-0.2818666342274104,-0.27430047591173096,-0.2795175838779114,-0.28271590383905115,-0.2793669813162814,-0.2782427759366598,-0.28078344493551194,-0.28442670304826123,-0.2814269453992841,-0.27984627957455693,-0.2816333297911587,-0.2791656156524136,-0.28154696211477115,-0.2819245497205037,-0.2823764191107258,-0.28578811763706696,-0.2819601795074157,-0.2808225147073117,-0.2766115551932328,-0.2772028506593508,-0.2831220847151794,-0.27700673747426396,-0.28191151172559115,-0.28010114775429645,-0.2818377394301716,-0.28260573063462485,-0.27950110628247243,-0.2836505761445933,-0.2822581861573827,-0.2839359128031465,-0.2809984504078752,-0.277118441586546,-0.2815775007613242,-0.28193210952277864,-0.27833048810751754,-0.27981572775029323,-0.28093332476265626,-0.2814930739134904
0.6407063701180029,-0.04872079671295125,-0.12293351954208862,-0.17168238678211667,-0.19183365736632912,-0.18328339149519254,-0.18722356796743705,-0.1736867844865806,-0.16046229729509015,-0.1072511553167416,-0.08376523305530532,-0.08201704809958735,-0.07952677897630575,-0.07120739853211132,-0.09037366220295182,-0.1043225447100521,-0.10945265467306324,-0.0968510987829153,-0.11090371497055426,-0.10834665583000151,-0.10245524668017264,-0.1109574068946125,-0.11326037387661332,-0.109844552873851,-0.11428903729826642,-0.09457522875853182,-0.10249844426815545,-0.1086625028776371,-0.09146264340690316,-0.10246976469858948,-0.11582577930417091,-0.11219393601101464,-0.09236516761052145,-0.0915783484009816,-0.07691834138845467,-0.09991595512710463,-0.09148500387053282,-0.09734640992801594,-0.08679111494276542,-0.09387842333826145,-0.08426462942633295,-0.07489234115467128,-0.08165687150368606,-0.08905835512134536,-0.10542247028609562,-0.1135272485769459,-0.1174326027171862,-0.09951061967493173,-0.10018401549299143,-0.10250938882633046,-0.1094483574559152,-0.09025271970053377,-0.08454584244264757,-0.10634763566491902,-0.10415245895522403,-0.10291140880666448,-0.10268345703121555,-0.10614655703118375,-0.10639128452554975,-0.11465776998057434,-0.10257980148400948
0.5635905410635293,0.0071652856836531,-0.10613008151661464,-0.11531137427984603,-0.13559088828427218,-0.18965759225345832,-0.19261402571919575,-0.20025404669092536,-0.223160452885698,-0.23824189024288514,-0.23817197548510413,-0.2594295137939951,-0.2510253457492537,-0.26603280210217845,-0.2619084977660523,-0.2550462321482282,-0.25643287353303873,-0.25529319354698987,-0.2608933469019809,-0.2577210433257185,-0.25355078107044315,-0.2560491808592184,-0.258602271918372,-0.25655660306911104,-0.26228706840042315,-0.25721896400955846,-0.25427885780882054,-0.25692873066486055,-0.2569565301673596,-0.2567331505575878,-0.25407152987422593,-0.2535784434097612,-0.2551086530960456,-0.25668625879592144,-0.2556207892207622,-0.2507657603401304,-0.25405095998236915,-0.2570088469698419,-0.2554712164950848,-0.2577256572651672,-0.2609338780020813,-0.25540265729973105,-0.2570240815060969,-0.25691558689409544,-0.2604637034297545,-0.26129116702450267,-0.2586188090238593,-0.25713581438816374,-0.25818452975429856,-0.2578126671288953,-0.25557133657738507,-0.2566477084280518,-0.25537453980277464,-0.25860549894658535,-0.2577383238031748,-0.257817947196547,-0.25615874730354454,-0.2540011643252663,-0.2555554619678776,-0.25510171009450205,-0.25750725183196693
0.29556231786466647,0.08359068103975519,-0.07183758961857206,-0.08651714717852288,-0.11903605991439196,-0.13066604626727107,-0.1498899496668629,-0.15595541273762323,-0.16992915946128342,-0.1526935485430431,-0.15084902235953263,-0.15529490741942195,-0.15723996710102958,-0.14166955879363144,-0.1331489623845189,-0.152953403507269,-0.16059972236157868,-0.1530599087322231,-0.15672066421348083,-0.17589617511756234,-0.16707248848026143,-0.14956451973451354,-0.16431371412418863,-0.17484301630465335,-0.1639954631853576,-0.17556228140139593,-0.1694869999917468,-0.16330240157243262,-0.16506455425466832,-0.1724067942874555,-0.1783732047285024,-0.18245473472078938,-0.17206573785558507,-0.17062515301111708,-0.16508417139469161,-0.17705394566862453,-0.16242687335618372,-0.16323615918015916,-0.16322939068781306,-0.17452939390565517,-0.1699467477506445,-0.16279139533270098,-0.1619456293063435,-0.16534616586632364,-0.16982168263053773,-0.16297471148406215,-0.1646636213829967,-0.16091137174914086,-0.16648217470755206,-0.16826973361639339,-0.1704798367683756,-0.17058451369347422,-0.17509587137107097,-0.1698219674670441,-0.15880781444546252,-0.16367719204795333,-0.1754900241964564,-0.1781478693207407,-0.16865978683422578,-0.1594218387743558,-0.15300260819029043
0.9972589857365444,0.001345921005804875,-0.146933957243676,-0.1666684432145536,-0.18317261141216415,-0.1671991091885038,-0.2215106840333642,-0.23266730231876182,-0.23094879097721094,-0.2194943699427271,-0.21826197421895094,-0.220511671687537,-0.22223147864387444,-0.21749116242298502,-0.21668823205230758,-0.21852165073791927,-0.22142415738110358,-0.21135342113746114,-0.2094246960209785,-0.2135024012565293,-0.20832610872680318,-0.22006232507762008,-0.21346540959335472,-0.22153453638748147,-0.2226774276361581,-0.22708595399696646,-0.22148404822370563,-0.23505347369057353,-0.22817816952503941,-0.22991591707067893,-0.23062917947206787,-0.23003685935867677,-0.23431860459786294,-0.23068325220394706,-0.22933054077270895,-0.23265993179025368,-0.22629413632332399,-0.23296460189554927,-0.2367507564438424,-0.2294940804637184,-0.21654183124399298,-0.22581026238907462,-0.22992461797863656,-0.22533379910710935,-0.2267839768774861,-0.22823081602301906,-0.2305388089600646,-0.22783721726085043,-0.23019864562963638,-0.2292040501531742,-0.2340136162450783,-0.22119045148822136,-0.2273069310325398,-0.22779156524646965,-0.2210091408160156,-0.2250996505976656,-0.21957599898726474,-0.2235982714870877,-0.2263601094553232,-0.22125510904280787,-0.2286661388875882
